Abadžić
Bausovac
Bavarčić
Baveljić
Bavrlić
Bažalac
Baždar
Beader
Beara
Beba
Bebić
Bečejac
Becić
Becin
Bećirović
Bećković
Bećarević
Begečki
Begenišić
Begojević
Begović
Bejat
Bejatović
Bekan
Bekavac
Bekčić
Bekjarev
Bekonja
Bekovac
Bekrić
Bekvalac
Belajac
Belančić
Belčević
Belegišanin
Belenzada
Beleslin
Belić
Beličajević
Belinčević
Beljanski
Beljić
Beljin
Beljinac
Beljaković
Belobaba
Belobabić
Belobrđanin
Belobrk
Belobrković
Belodedić
Belogrlić
Beloica
Belojević
Belonić
Belopoljac
Beloševac
Belošević
Belović
Belovuković
Belovanović
Belušević
Belaćević
Belaković
Belanović
Bencun
Bencuz
Benderać
Bendić
Bendžarević
Benović
Benaković
Beočanin
Beogradac
Beoković
Berak
Berat
Berbakov
Berber
Berberović
Berberski
Berbatović
Berček
Berdović
Berendika
Berić
Berilaža
Berilažić
Berisavac
Berjanović
Berkolivić
Beronja
Beranović
Besedić
Beserovac
Bešević
Besjedić
Beslać
Beslema
Bešlin
Besniković
Bestudović
Besarović
Betegalo
Betulić
Beuković
Bežanić
Bežanović
Bezbradica
Beženar
Bežunar
Bežanović
Beatović
Biber
Biberčić
Biberdžić
Biberović
Bibić
Bibin
Bićanin
Bičanski
Biculjević
Biculović
Bicanović
Biga
Bihorac
Bijanić
Bijelić
Bijelonić
Bijelović
Bikicki
Biković
Bikarević
Bila
Bilak
Bilbija
Bilčar
Bilibajkić
Bilić
Bilimović
Bilinac
Biljčević
Biljetina
Biljić
Biljurić
Biljanović
Bilkić
Bilović
Bilaković
Bilanović
Bilašković
Bingulac
Binić
Binjić
Binjović
Biočanin
Biolanović
Biorac
Biorčević
Biovica
Birač
Birčanin
Birčević
Birčaković
Birdić
Birišić
Birman
Birmanac
Birmančević
Birovica
Birovljev
Birovljević
Birtašević
Birucić
Bisenić
Biserčić
Biserić
Biserko
Biševac
Bisić
Biskupović
Bitević
Biuković
Bivolarević
Bizetić
Bižić
Bizumić
Bjedov
Bjegović
Bjeganović
Bjekić
Bjeković
Bjelajac
Bjelan
Bjelčević
Bjeletić
Bjelić
Bjelica
Bjeličić
Bjelinić
Bjelivuk
Bjelja
Bjeljac
Bjeljarević
Bjelkić
Bjelobaba
Bjelobrk
Bjeloglav
Bjelogrlić
Bjelojević
Bjelonić
Bjelopetrović
Bjelopavlović
Bjeloš
Bjelošević
Bjelotomić
Bjelović
Bjelovitić
Bjelovuk
Bjelaković
Bjelančević
Bjelanović
Blaćanin
Blagić
Blagojev
Blagojević
Blagotić
Blagovčanin
Blanuša
Blatešić
Blažarić
Blažetić
Blaževac
Blažić
Blažin
Blaznavac
Blečić
Blendić
Blesić
Blidarević
Blitva
Blizanac
Blizanjac
Bliznaković
Blović
Blagojević
Blašković
Blaženović
Blažetović
Blažević
Blažović
Blažanović
Blažarević
Boarov
Bobar
Boberić
Bobić
Bobocki
Bobot
Bobovac
Bobušić
Boca
Boćanin
Bočarski
Bocić
Bocokić
Bodić
Bodinovac
Bodiroga
Bodirogić
Bodiroža
Bodirožić
Bodroža
Bodrožić
Bogaroški
Bogatić
Bogavac
Bogdan
Bogdanić
Bogdanov
Bogdanović
Bogdanović
Bogetić
Bogić
Bogičević
Bogičić
Bogojevac
Bogojević
Bogoljubović
Bogosavac
Bogosavljev
Bogosavljević
Bogosavljević
Bogovac
Bogovački
Bogun
Bogunović
Bogutović
Bogajčević
Bogatinčević
Bogatinović
Bogatović
Bojadić
Bojanić
Bojanin
Bojat
Bojbaša
Bojčeta
Bojčetić
Bojčević
Bojčić
Bojić
Bojičić
Bojin
Bojinović
Bojkić
Bojković
Bojović
Bojšić
Bojanović
Bokan
Bokanić
Bokonjić
Bokorov
Bokšan
Bokun
Bokur
Bokalović
Boldorac
Bolević
Bolić
Boljak
Boljanac
Boljanić
Boljević
Boljanović
Bolmanac
Bolović
Bolta
Boltić
Bolunović
Bolanović
Bomeštar
Bončić
Bonderović
Bondokić
Bondžić
Bondžulić
Bonović
Bontić
Bontulović
Borak
Boranjac
Borčanin
Borčević
Borčić
Borđoški
Borenović
Borić
Boričić
Borikić
Borilović
Borinčević
Borišev
Borišić
Borisavljević
Borjan
Borjanić
Borjanović
Borkovac
Borkovački
Borković
Borkanović
Boro
Borocki
Boroja
Borojević
Borokić
Borota
Borotić
Borovac
Borovčanin
Borović
Borovica
Borovićanin
Borovina
Borovnica
Borovnjak
Borozan
Borvičanović
Borzanović
Boraković
Boranijašević
Boranović
Bosanac
Bosančić
Boščanin
Boščić
Bosić
Bosiljčić
Bosiljkić
Bosiljković
Bosiočić
Bosioković
Bosiorčić
Boškan
Boškić
Boškoćević
Boškov
Boškovac
Bošković
Bosnić
Bošnjačić
Bošnjački
Bošnjak
Bošnjakov
Bošnjović
Bošnjaković
Boštrunić
Bota
Botorić
Botunjac
Bovan
Bozalo
Božanić
Božanin
Božanović
Bozejac
Bozeta
Božić
Božičić
Božičković
Božidarac
Božidarević
Božijević
Božikić
Božilović
Božin
Božinac
Božinović
Bozitovac
Božjaković
Bozokin
Bozoljac
Božorović
Božović
Božučanin
Božunović
Božanović
Bracilov
Bračinac
Bradarić
Bradaš
Bradić
Bradonjić
Brajić
Brakus
Braletić
Bralić
Braljinac
Bralušić
Brančić
Branežac
Brankov
Brankovan
Branković
Branovački
Brašanac
Brašić
Brašovan
Brat
Bratić
Bratičanin
Bratonožić
Bravačić
Brborović
Brčanin
Brcanski
Brčić
Brčin
Brčkalo
Brdan
Brdar
Brdarić
Brđanin
Brđović
Brdanović
Brdarević
Breberina
Brebanović
Breka
Brekić
Breković
Brenjo
Bresjanac
Brešković
Bresnopoljac
Brešo
Brestovac
Brestovački
Brežančić
Brezić
Brezičanin
Brezjačanin
Brezjanović
Breznikar
Brezo
Brezovac
Brezanović
Brisić
Brkan
Brkanlić
Brkić
Brkljač
Brkljača
Brko
Brković
Brkušanac
Brkušanin
Brkanović
Brmbota
Brndušić
Brnjoš
Broćanac
Broćeta
Broćić
Broćilo
Broćilović
Broćović
Brodalić
Brodić
Brojčin
Brojačević
Brojanović
Brošković
Bršović
Brstina
Bruić
Brujić
Brukić
Brusin
Brzak
Brzaković
Brzić
Brzovan
Brzaković
Brzanović
Bracović
Bracanović
Bradilović
Braduljević
Bradvarević
Bradašević
Brajenović
Brajević
Brajković
Brajkanović
Brajović
Brajanović
Brakočević
Braković
Bralović
Branilović
Branisavljević
Branivojević
Branković
Branojević
Branović
Brašnjević
Brašnjović
Brašnjaković
Brašnjarević
Brašnović
Brašovanović
Brašančević
Brateljević
Bratičević
Bratković
Bratojević
Bratović
Bratuljević
Bratulović
Bratanović
Buač
Buača
Bubalo
Buban
Bubanj
Bubanja
Bubić
Bubnjar
Bubnjević
Bubonja
Bubonjić
Bubreško
Bubulj
Bubalović
Bubanović
Bučalina
Bucalo
Bučanin
Bučevac
Bučić
Bućinac
Buckić
Bucalović
Bučanović
Budać
Budakov
Budalić
Budečević
Budić
Budim
Budimac
Budimčić
Budimir
Budimirov
Budimirović
Budimkić
Budimlija
Budinčić
Budiša
Budišić
Budišin
Budisavljević
Buđen
Buđenović
Buđevac
Budnić
Budojević
Budošan
Budovalčev
Budović
Budraković
Budurić
Budaković
Budanović
Bugadžija
Bugarčić
Bugarin
Bugarinović
Bugarski
Bugarinović
Buha
Buhavac
Buhančević
Buinjac
Bujadnjak
Bujagić
Bujak
Bujandrić
Bujić
Bujinac
Bujišić
Bujkanović
Bujošević
Bujuklić
Bujaković
Bukara
Bukarica
Bukazić
Bukejlović
Bukelić
Bukilica
Bukin
Bukinac
Bukonja
Bukonjić
Bukorac
Bukorović
Bukovac
Bukovački
Bukovčić
Bukovica
Bukovičanin
Bukumirić
Bukumirović
Bukurecki
Bukurov
Bukušić
Bukva
Bukvić
Bukvički
Bukatarević
Bulaja
Bulajić
Bulat
Bulatović
Buletinac
Bulić
Bulj
Bulješević
Buljević
Buljin
Buljubašić
Buljugić
Buljančević
Bulovan
Bulović
Bulut
Bulatović
Bumba
Bumbić
Bumbulović
Bumbarević
Bumbaširević
Bunardžić
Bunbulović
Bunčić
Bundalo
Bungin
Bunić
Bunijevac
Bunjac
Bunjak
Bunjevac
Bunović
Bunuševac
Bunanović
Bura
Burani
Burazer
Burazor
Burević
Burgić
Burić
Burilo
Burinović
Burkanović
Burlić
Burlica
Burmaz
Burmazević
Burmazović
Burnjaković
Burojević
Burovac
Burović
Bursać
Burza
Burzan
Busančić
Busarac
Bušetić
Bušić
Bušiković
Bustić
Busarčević
Bušatović
Butulija
Butačević
Butarević
Buvač
Buzadžija
Bužanin
Buzaretić
Buzganović
Buzurović
Buzaković
Buzarević
Bzenić
Bzeničanin
Babović
Babušković
Bačević
Bačilović
Bačković
Bacanović
Bačarević
Badnjarević
Bainović
Bajević
Bajilović
Bajinović
Bajković
Bajkanović
Bajović
Bajunović
Bajalović
Bajatović
Bakočević
Bakojević
Baković
Bakračević
Bakšunović
Bakalović
Balčaković
Balešević
Balević
Baljković
Baljošević
Baljozović
Balmazović
Balošević
Balović
Balabanović
Balančević
Balašević
Bančević
Bandović
Banićević
Banješević
Banković
Banović
Banašević
Barbulović
Barjaktarević
Barjaktarović
Barošević
Barzilović
Baratović
Bašičević
Baškalović
Baštovanović
Basurović
Basailović
Batrićević
Batrović
Bataković
Batalović
Batanović
Bauković
Čabarkapa
Cabo
Čabrić
Čabrilo
Cabunac
Čađo
Čajetinac
Cajić
Čakajac
Čakalo
Čakaranović
Cakeljić
Cakić
Čakovac
Čakovan
Čakširan
Čalenić
Čalić
Čalija
Čamagić
Čampara
Čamprag
Čanak
Čančar
Čantrić
Capardača
Ćapin
Čaprnjić
Čarapić
Čaraveša
Carić
Caričić
Čarnić
Ćatić
Ćato
Čavaljuga
Čavić
Čavlin
Čavoški
Čebac
Cebara
Ćebić
Čebinac
Ćebović
Čečarić
Čečavac
Ćećez
Čečur
Čeganjac
Čegar
Čekanac
Čekerevac
Cekinović
Čeklanović
Čeko
Čeković
Čekanović
Čelar
Čelebićanin
Čelebonović
Čelekar
Čeleketić
Čelenković
Ćelić
Ćeličanin
Čeliković
Ćelper
Čelarević
Čemerikić
Čenedić
Čenejac
Cenić
Cenkić
Cepančić
Čeperac
Čeperković
Čeprnja
Ćeramilac
Ćeranić
Čerek
Čereković
Čerenac
Čerević
Čerevicki
Čerković
Cerovac
Cerovčević
Cerović
Cerovina
Cerovanović
Češljarac
Češljarov
Češljević
Cetina
Ćetković
Četnik
Ćetojević
Četrović
Čevrljaković
Čibukovac
Čiča
Čičak
Čičić
Cicmil
Čičovački
Cicović
Cicvarić
Čičanović
Ciglić
Čigoja
Čihović
Ćika
Čikarić
Čikić
Čikiriz
Ciklušević
Ciklušić
Čikojević
Cikota
Cikuša
Čikanović
Cilić
Cilikan
Čimburović
Cimbaljević
Cimeša
Cimirotić
Cincar
Cincović
Cincarević
Čingelić
Ćinkul
Čipčić
Čiplić
Ćipranić
Ćiprovac
Ćiprović
Ćirić
Ćirica
Ćirikovački
Ćirilov
Ćirilović
Ćirimanović
Ćiritović
Ćirjanić
Ćirjaković
Ćirkov
Ćirković
Ćirović
Čisar
Čitaković
Čivčić
Civišić
Čivović
Civrić
Čkonjević
Čkovrić
Čkautović
Cmiljanić
Cmiljanović
Cmolić
Čobanov
Čobanski
Čobelić
Čobeljić
Čobović
Čobanović
Čočak
Čočović
Čočurić
Cogoljević
Ćojbašić
Čojčić
Čojić
Ćojanović
Čokanica
Čokanjac
Ćokić
Coklin
Čoko
Čokorac
Čokorilo
Čokov
Čokulov
Čokanović
Čolanić
Čolić
Čolović
Čolaković
Čolanović
Čomagić
Čomić
Conić
Čonjagić
Čonkić
Ćopić
Ćorac
Čorbić
Čordarov
Ćorić
Čorlija
Čorokalo
Ćorović
Ćorsović
Čortanovački
Ćosić
Ćosin
Ćosović
Čotra
Čotrić
Čova
Čović
Čovičković
Čovilo
Čpajak
Crepajac
Crepulja
Crepuljarević
Crepuljarević
Crevar
Crkvenjakov
Crkvenjaš
Crljenica
Crnadak
Crnčević
Crnilović
Crnišavac
Crnjanin
Crnjanski
Crnjin
Crnko
Crnobarac
Crnobrnja
Crnoglavac
Crnogorac
Crnogorčević
Crnojački
Crnojević
Crnokrak
Crnomarković
Crnovčić
Crvak
Crvenčanin
Crvendakić
Crvenković
Čuberović
Čubra
Čubrak
Čubrić
Čubrilo
Čubrilović
Čubrović
Čubraković
Čuča
Čučak
Čučilović
Cucin
Čučković
Čučuković
Ćućun
Cucurević
Čučaković
Čudanov
Čude
Čudić
Čudomirović
Čugalj
Čugurović
Ćuić
Ćujić
Ćuk
Ćukalac
Cukanić
Čukarić
Cukavac
Cukić
Čukljević
Cukovac
Ćuković
Ćukteraš
Čukuljić
Čukurov
Čukuranović
Čukvas
Čukalović
Čukanović
Ćulibrk
Čulinović
Čuljić
Čuljković
Ćulum
Čulajević
Cumbo
Čumić
Cumpalević
Ćup
Cupać
Cupara
Cuparić
Čupeljić
Čuperkić
Čupić
Ćupina
Čupković
Čupović
Ćupurdija
Curaković
Ćurčić
Ćurčin
Ćurdić
Ćurguz
Ćurić
Ćurković
Čurović
Ćuruvija
Curaković
Ćušić
Ćuslović
Ćutković
Čutović
Čuturić
Čuturilo
Ćuzulan
Cvejanov
Cvejić
Cvejin
Cvejović
Cvejanović
Cvetanović
Cvetić
Cvetinović
Cvetkov
Cvetković
Cvetljanin
Cvetojević
Cvetuljski
Cvetanović
Cvijakić
Cvijan
Cvijetić
Cvijetin
Cvijetinović
Cvijić
Cvijović
Cvijančević
Cvijanović
Cvikić
Cvišić
Cvitkovac
Cvjetan
Cvjetičanin
Cvjetinović
Čvokić
Čvor
Čvorak
Čvorić
Čvorkov
Čvoro
Čvorović
Cvrkota
Cvrkotić
Čvarković
Čabrinović
Cacanović
Čađević
Čairović
Čajkanović
Caković
Čakarević
Čakaranović
Ćaldović
Čalošević
Ćalović
Čaluković
Čamparević
Čančarević
Čangalović
Canjević
Čanković
Čanović
Čanaćević
Čanadanović
Čaović
Čapkunović
Capulović
Capurelović
Carević
Čarkilović
Čarović
Caranović
Čavdarević
Čavorović 
Dabarčić
Dabetić
Dabić
Daćevac
Dačić
Dafunić
Dajić
Dajlić
Dakić
Damjanac
Damjanić
Damjanov
Damjanović
Damnjanac
Dancer
Dančula
Dančuo
Dangić
Dangubić
Daničić
Danilov
Danilovac
Dankov
Dankulov
Danojlić
Dardić
Davidov
Davidovac
Davidović
Davinić
Debeljački
Debeljak
Debeljković
Debeljaković
Debelnogić
Debljović
Dečermić
Dečović
Dedić
Dedijer
Dedinac
Deđanski
Dedović
Dejanac
Dejanić
Dejković
Dejović
Dejanović
Delčić
Deliblaćanin
Delić
Deljanin
Demić
Demonja
Demonjić
Denčić
Denda
Denić
Denkić
Denković
Denović
Derajić
Derentovljević
Dereta
Deretić
Derikonjić
Derikrava
Derikravić
Derikučka
Deroko
Deronjić
Desančić
Dešić
Desimirović
Desivojević
Desnica
Desović
Despenić
Despić
Despinić
Despot
Despotov
Despotović
Deura
Deurić
Devedžić
Devetak
Devetaković
Devrnja
Devura
Dičić
Didulica
Didanović
Dikić
Diklić
Dikosavić
Dikosavljević
Diković
Dikanović
Diljević
Dimanić
Dimčević
Dimčić
Dimić
Dimitrić
Dimitrijević
Dimkić
Dimković
Dimović
Dinčić
Dinetović
Dingarac
Dinić
Dinjaški
Dinkić
Dinulović
Dišević
Diskić
Dišković
Dišljenković
Dišović
Divac
Divčević
Divčić
Divić
Divjak
Divjakinja
Divjaković
Divljak
Divljan
Divljaković
Divljanović
Divnić
Divović
Đačanin
Đajić
Đakonov
Đakov
Đakovac
Đakovački
Đaković
Đakušić
Đalac
Đapa
Đapić
Đedović
Đekić
Đeković
Đekanović
Đelić
Đelićanin
Đelkapić
Đelmaš
Đelošević
Đenadić
Đenić
Đenisić
Đenović
Đergović
Đerić
Đerković
Đerman
Đermanović
Đerović
Đerašević
Đerasimović
Đikić
Đilas
Đinđić
Đinović
Điporović
Đisalov
Đogatović
Đogo
Đogović
Đogatović
Đoinčević
Đojinčević
Đokić
Đoković
Đokanović
Đolović
Đomparin
Đonović
Đordan
Đorđev
Đorđević
Đorđić
Đorđilović
Đorem
Đorgović
Đorić
Đorović
Đošan
Đošović
Đošanović
Đotunović
Đudurović
Đujić
Đukanov
Đukanović
Đukarić
Đukelić
Đuketić
Đukić
Đukičin
Đukin
Đuknić
Đuković
Đukanović
Đulčić
Đulić
Đulinac
Đunisijević
Đunović
Đupovac
Đuragić
Đuragin
Đurakić
Đurakov
Đuran
Đurašinov
Đurašinović
Đurčević
Đurčić
Đurčinović
Đurđekanović
Đurđev
Đurđevac
Đurđevački
Đurđević
Đurđić
Đurđulov
Đurđanović
Đureinović
Đurendić
Đuretić
Đurić
Đurica
Đuričanin
Đuričić
Đuričin
Đuričko
Đuričkov
Đurikin
Đurin
Đurinac
Đurišić
Đurkić
Đurkin
Đurković
Đurkanović
Đurovac
Đurović
Đurađević
Đuranović
Đurašević
Đurašinović
Đurasović
Đusić
Đuzić
Đakonović
Đaković
Đalović
Đanković
Đapović
Đapanović
Dlačić
Dmitrović
Dmitrašinović
Dobanovački
Dobranić
Dobraš
Dobratić
Dobre
Dobrečević
Dobrenov
Dobrenović
Dobrić
Dobričanin
Dobričić
Dobričinac
Dobricanović
Dobrijević
Dobriković
Dobrilović
Dobrin
Dobrinković
Dobrišerović
Dobrivojević
Dobrnjac
Dobrodolac
Dobrojević
Dobromirov
Dobromirović
Dobrosavljev
Dobrosavljević
Dobrota
Dobrović
Dobrovocki
Dobranović
Dobrašinović
Doder
Doderović
Dodić
Dodik
Dodoš
Dogandžić
Doganjić
Dojčilović
Dojčinović
Dokić
Dokljanov
Dokmanac
Dokmanov
Dokmanović
Doknić
Dolaš
Dolbočanović
Dolinac
Dolinić
Doljanac
Doljančević
Dolovac
Dolovački
Dolović
Dolašević
Domazet
Domiševac
Domuzin
Domanović
Dončić
Dondur
Donević
Dopuđa
Doronjski
Dorontić
Doroški
Doroškov
Doroslovac
Doroslovački
Došen
Došenović
Dosković
Došlo
Došlov
Dostanić
Dostić
Dostica
Dostičić
Dotlić
Dovedan
Dovijanić
Dovijarski
Dovniković
Dozet
Drača
Dragačevac
Draganić
Draganjac
Draganov
Dragaš
Dragić
Dragičević
Dragin
Draginčić
Dragišić
Dragojlov
Dragojlović
Dragoljić
Dragomirov
Dragonjić
Dragosavac
Dragošev
Dragoslavić
Dragotić
Dragovački
Dragović
Dragumilo
Dragušić
Dragušin
Drajić
Drakul
Drakula
Drakulić
Dramićanin
Dramlić
Drangić
Drapić
Drapšin
Draškić
Draško
Drašković
Dravić
Dražeta
Dražetin
Dražić
Dražin
Dražinac
Drča
Drčelić
Drekić
Drenić
Drenjanin
Drenovac
Drenovak
Drenovčić
Drenovaković
Drešević
Drezga
Drezgić
Drigulov
Drinčević
Drinčić
Drinić
Drinjak
Drinjaković
Drljača
Drljan
Drmanac
Drndarević
Drndarević
Drobac
Drobilović
Drobnjak
Drobnjaković
Dronjak
Drugović
Drulić
Drulović
Družetić
Drvenica
Drvarević
Drageljević
Dragićević
Dragojević
Dragojlović
Dragoljević
Dragoljubović
Dragomirović
Dragošanović
Dragosavljević
Dragović
Dragucanović
Draguljević
Dragulović
Dragunović
Dragušinović
Dragutinović
Dragačević
Dragalanović
Draganović
Dragašević
Draksimović
Drašković
Drašović
Dražević
Dražilović
Dražović
Dubačkić
Dubajić
Dubičanin
Dubljanin
Dubljević
Dubočanin
Dubonjac
Dubonjić
Dubovac
Dubovina
Dubravac
Dubroja
Dubaković
Dučić
Ducanović
Dudić
Duduković
Dudvarski
Dugalić
Dugić
Dugonja
Dugonjić
Dugošija
Dujdić
Dujdup
Dujin
Dujković
Dujović
Dujaković
Dujanović
Duka
Dukanac
Dukatarov
Dukić
Duković
Dukadinović
Dulikrava
Dulikravić
Dulkanović
Dulović
Dulanović
Dumanjić
Dumanović
Dumbelović
Dumeljić
Dumitrikić
Dumitrov
Dumitrašković
Dumnić
Dumonić
Dumančević
Dumanović
Dunčević
Dunčić
Dunđerin
Dunđerović
Dunđerski
Dunjić
Dunović
Dupalo
Dupljanin
Dupor
Durbaba
Durkalić
Durlević
Durman
Duronjić
Dursun
Durutović
Dušanić
Duškov
Dušković
Dušanović
Dutina
Duvnjak
Dvizac
Dvokić
Dvoranac
Dvorančić
Dvornić
Dabesković
Dabižljević
Dabović
Dabulović
Dačević
Dačković
Dacović
Dagović
Daišević
Daković
Dakulović
Dakanović
Daljević
Damčević
Damjančević
Damjanović
Damljanović
Damnjanović
Dančelović
Dančetović
Dančević
Dančulović
Danesković
Danilović
Danković
Danojević
Danojlović
Darijević
Dašković
Daskalović
Davidović
Džadžić
Džajević
Džajić
Džaković
Džakula
Džambić
Džamić
Džatić
Džavrić
Džebo
Džekulić
Dželebdžić
DŽeletović
Dženopoljac
Džepina
Džigurski
Džikić
Džinić
Džodan
Džodić
Džodžo
Džombić
Džomić
Džonić
Džopalić
Džorlić
Džunić
Džunov
Džurnov
DŽambasović
Ećim
Egarić
Egelja
Egerić
Egić
Eglenović
Eklemović
Ekmečić
Ekmedžić
Elek
Elez
Elaković
Erac
Erak
Erceg
Ercegovac
Erčevac
Erčević
Erčić
Erdeljan
Erdeljanac
Erdeljanin
Erdeljanović
Erdevički
Eremić
Ergarac
Ergelašev
Ergić
Erić
Erkić
Erletić
Eror
Erović
Eršević
Erski
Eraković
Evđenić 
Fain
Faranov
Farkić
Fatić
Femić
Ferinac
Fićović
Filimonović
Filipčev
Filipčević
Filipendin
Filipić
Filipovac
Filipović
Filaresković
Firulović
Firaunović
Fišeković
Floričelović
Fodulović
Forcan
Formentunović
Fotić
Fotirić
Francuski
Franeta
Fratucan
Frganja
Frković
Frtunić
Fržović
Frankulović
Fundup
Furdulović
Furjanović
Furtula
Fuštar
Faturović
Gaborov
Gabrić
Gaćaš
Gaće
Gaćeša
Gačić
Gaćina
Gaco
Gađanski
Gadžić
Gagić
Gagrčin
Gagrica
Gagričić
Gajanić
Gajanin
Gajčin
Gajdaš
Gajdobranski
Gajetić
Gajevac
Gajić
Gajica
Gajičić
Gajicki
Gajin
Gajinov
Gajović
Gajtanić
Gak
Galac
Galečić
Galešev
Galetić
Galetin
Galić
Galinac
Galjak
Galjković
Galogaža
Galonić
Galonja
Galonjić
Gambelić
Gambiroža
Gapić
Garabinović
Garača
Garačić
Garašanin
Garčev
Gardić
Gardijan
Gardinovački
Gargenta
Garić
Garonja
Garotić
Gašević
Gašić
Gašpar
Gatalica
Gatalo
Gatarić
Gavanski
Gavarić
Gavrančić
Gavranić
Gavranov
Gavrić
Gavrilov
Gavrilović
Gavrišić
Gazdić
Gazibara
Gazivoda
Gecin
Gedošev
Gedošević
Gemović
Gemaljević
Genčević
Genčić
Gengo
Genović
Gentić
Georgijev
Georgijević
Germanac
Gerun
Gerzić
Gerasimović
Geratović
Gešević
Gibarac
Gićanov
Gidaković
Gidanović
Gigović
Gilić
Gilović
Gilanović
Ginović
Gitarić
Gizdavić
Gladanac
Gladić
Glamočak
Glamočanin
Glamočić
Glamočlija
Glavaš
Glavaški
Glavčić
Glavendekić
Glavinić
Glavonić
Glavonjić
Glavšić
Gledić
Gleđa
Gležnić
Glibetić
Glibić
Glidžić
Gligić
Gligorević
Gligorić
Gligorijević
Gligorin
Gligović
Gligurić
Glijaković
Glintić
Glišević
Glišić
Glišin
Glišović
Glišanović
Globoderski
Glođović
Gloginja
Gloginjić
Glogonjac
Glogovac
Glomazić
Gložanski
Gluhović
Glukčević
Glumac
Glumičić
Glušac
Gluščević
Glušić
Glušica
Gluvajić
